MSNO,total_dur,PostalCode
4159101,1110.0,640261
4159101,1110.0,640261
4159201,3120.0,640261
4159501,3120.0,640209
4159601,1800.0,640210
4160202,1800.0,610115
4160202,1800.0,610115
4161603,300.0,640695
4161603,300.0,640695
4163801,180.0,640535
4163901,60.0,640535
4164102,300.0,641653
4164102,300.0,641653
4165204,660.0,642678
4165204,660.0,642678
4165204,660.0,642678
4165204,660.0,642678
4165805,1200.0,642657
4165805,1200.0,642657
4165902,7500.0,641659
4166003,720.0,642659
4166003,720.0,642659
4166003,720.0,642659
4166901,180.0,640716
4166901,180.0,640716
4169501,720.0,610327
4169901,270.0,610181
4169901,270.0,610181
4169901,270.0,610181
