MSNO,total_dur,PostalCode,lat,long,address
41194,135.0,764348,1.42692662097559,103.842896956705,348D YISHUN AVENUE 11 ADORA GREEN SINGAPORE 764348
41201,900.0,760458,1.42066731724757,103.846207771514,458 YISHUN AVENUE 11 DEW SPRING @ YISHUN SINGAPORE 760458
41204,240.0,760771,1.42395988584135,103.832607406437,771 YISHUN AVENUE 3 SINGAPORE 760771
41214,300.0,760701,1.42995455706118,103.828835235349,701 YISHUN AVENUE 5 CHONG PANG GREEN SINGAPORE 760701
41218,480.0,760712,1.42785215049801,103.827781339299,712 YISHUN AVENUE 5 CHONG PANG GREEN SINGAPORE 760712
41218,480.0,760712,1.42785215049801,103.827781339299,712 YISHUN AVENUE 5 CHONG PANG GREEN SINGAPORE 760712
41226,240.0,760175,1.43760321425304,103.832468232948,175 YISHUN AVENUE 7 SINGAPORE 760175
41231,480.0,762317,1.43416878511817,103.842950441024,317B YISHUN AVENUE 9 YISHUN GREENWALK SINGAPORE 762317
41235,450.0,760322,1.42873442810568,103.840836164995,322 YISHUN CENTRAL YISHUN RIVERGREEN SINGAPORE 760322
41250,180.0,760129,1.43371166670509,103.831815032172,129 YISHUN STREET 11 SINGAPORE 760129
41253,720.0,760145,1.43084061704702,103.831855467796,145 YISHUN STREET 11 SINGAPORE 760145
41254,240.0,760147,1.4312806628618,103.831829692469,147 YISHUN STREET 11 SINGAPORE 760147
41255,2160.0,760151,1.4308063369681,103.83426814362,151 YISHUN STREET 11 CHONG PANG VISTA SINGAPORE 760151
41257,960.0,760162,1.43305540741239,103.832397917463,162 YISHUN STREET 11 SINGAPORE 760162
41272,2880.0,762510,1.41525059406698,103.841307508116,510B YISHUN STREET 51 OLEANDER BREEZE @ YISHUN SINGAPORE 762510
41276,120.0,762513,1.41572235710803,103.843648447267,513B YISHUN STREET 51 SARACA BREEZE @ YISHUN SINGAPORE 762513
41277,390.0,763513,1.41540780549145,103.84380144741,513C YISHUN STREET 51 SARACA BREEZE @ YISHUN SINGAPORE 763513
41281,180.0,760635,1.41908721329152,103.838655467519,635 YISHUN STREET 61 NEE SOON CENTRAL FIRE POST SINGAPORE 760635
41284,60.0,760641,1.42081685421992,103.838166008926,641 YISHUN STREET 61 SINGAPORE 760641
41285,690.0,760642,1.42097005451488,103.837446801202,642 YISHUN STREET 61 SINGAPORE 760642
41287,360.0,760644,1.42170773456657,103.837474519148,644 YISHUN STREET 61 SINGAPORE 760644
41288,240.0,760718,1.42681827962849,103.828512775486,718 YISHUN STREET 71 KHATIB SPRING SINGAPORE 760718
41296,4860.0,760865,1.41426758730393,103.838259938154,865 YISHUN STREET 81 SINGAPORE 760865
41300,1440.0,650228,1.34865945802076,103.753794578776,228 BUKIT BATOK CENTRAL SINGAPORE 650228
41301,180.0,650228,1.34865945802076,103.753794578776,228 BUKIT BATOK CENTRAL SINGAPORE 650228
41306,2700.0,650231,1.34908254998383,103.754518186115,231 BUKIT BATOK EAST AVENUE 5 GOMBAK GARDENS SINGAPORE 650231
